abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,original_title,budget,genres,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries
"A gynecologist and her patient form a horrifyingly twisted connection in this batty, bloody Argentine melodrama.",https://www.nytimes.com/2023/05/25/movies/the-attachment-diaries-review.html,"A gynecologist and her patient form a horrifyingly twisted connection in this batty, bloody Argentine melodrama.","A trashy treat coated in a high-art gloss, “The Attachment Diaries” gleefully kneads melodrama, noir, horror and sexual perversion into a pathological romance between two deeply damaged women.",C,7,The New York Times,"rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name","subject: Movies;creative_works: The Attachment Diaries (Movie);persons: Diment, Valentin Javier;",2023-05-25T11:00:03+0000,article,Weekend,Movies,Review,nyt://article/428e3586-a19f-5912-9f7c-6b913068e24f,295,nyt://article/428e3586-a19f-5912-9f7c-6b913068e24f,"‘The Attachment Diaries’ Review: Love, Sick",,,The Attachment Diaries,,,,By Jeannette Catsoulis,,The Attachment Diaries,El apego,0,"Drama, Mystery, Thriller, Horror",es,Spanish,,"Argentina, 1970s. A desperate young woman goes to a clinic to have a clandestine abortion. As her pregnancy is already through the fourth month, the doctor refuses. Instead, she proposes to sell the baby to one of her clients and offers to provide shelter in her house until the child is born. Their disturbed personalities will become intertwined in a strange and dangerous relationship.",5.486,102,0,2021-10-07,3.0,4,Argentina
Religion comes between two girls falling in love in the 1990s in this sweet coming-of-age film bathed in grunge hues.,https://www.nytimes.com/2023/05/04/movies/you-can-live-forever-review.html,Religion comes between two girls falling in love in the 1990s in this sweet coming-of-age film bathed in grunge hues.,"In “You Can Live Forever,” Jaime and Marike do many things teenagers in love do, like looking soulfully into each other’s eyes and making out in a car’s back seat. They also knock on doors to proselytize for the Jehovah’s Witnesses.",C,9,The New York Times,"rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name","subject: Movies;creative_works: You Can Live Forever (Movie);persons: Slutsky, Mark;persons: Watts, Sarah (Film Director);persons: O'Driscoll, Anwen;persons: Laporte, June (Actor);",2023-05-04T11:00:08+0000,article,Weekend,Movies,Review,nyt://article/01d68af6-5e5d-52c9-bf5a-87e068ac9a82,294,nyt://article/01d68af6-5e5d-52c9-bf5a-87e068ac9a82,‘You Can Live Forever’ Review: Do You Love Me Now?,,,You Can Live Forever,,,,By Elisabeth Vincentelli,,You Can Live Forever,You Can Live Forever,0,"Drama, Romance",en,"English, French",https://gooddeedentertainment.com/you-can-live-forever/,"When Jaime, a gay teenager, is sent to live in a community of Jehovah's Witnesses in small-town Quebec, she falls madly in love with a devout Witness girl. The two embark on an intense affair with consequences that will reshape the rest of their lives.",29.347,96,15055,2023-03-24,6.7,33,"Canada, United States of America"
"A radiant Virginie Efira stars as a Parisian teacher who blissfully falls for a man and his 4-year-old daughter, complicating everyone’s lives.",https://www.nytimes.com/2023/04/20/movies/other-peoples-children-review.html,"A radiant Virginie Efira stars as a Parisian teacher who blissfully falls for a man and his 4-year-old daughter, complicating everyone’s lives.","When a woman falls in love in the sensitive French slice of life “Other People’s Children,” you may fall, too. The director Rebecca Zlotowski (“An Easy Girl”) makes it easy to swoon with her seductive Parisian scenes, as the camera sweeps over the city’s shimmering lights and narrows in on the equally radiant smile of the heroine, Rachel (Virginie Efira). Everything looks so effortless and attractive, including the graceful way that Rachel moves through rooms, how she slides into a Metro car just before the doors close and how she opens herself to new love without hesitation. The enchantments of her life can make it seem like a fairy tale.",C,4,The New York Times,"rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name","subject: Movies;persons: Zlotowski, Rebecca;creative_works: Other People's Children (Movie);",2023-04-20T15:35:13+0000,article,Weekend,Movies,Review,nyt://article/ea02a29e-f843-53c0-a31d-3becb849d835,801,nyt://article/ea02a29e-f843-53c0-a31d-3becb849d835,‘Other People’s Children’ Review: True Romance,Critic’s pick,,Intoxicating Love With a Sobering Turn,,,,By Manohla Dargis,,Other People,Other People,0,"Comedy, Drama",en,English,,"David, a struggling comedy writer fresh off from breaking up with his boyfriend, moves from New York City to Sacramento to help his sick mother. Living with his conservative father and much-younger sisters for the first time in ten years, he feels like a stranger in his childhood home. As his mother’s health declines, David frantically tries to extract meaning from this horrible experience and convince everyone (including himself) that he's ""doing okay.”",17.787,97,93000,2016-09-09,6.3,193,United States of America
"A film adaptation of Taylor Jenkins Reid’s novel has potential for drama, but it stumbles on stock melodrama.",https://www.nytimes.com/2023/04/13/movies/one-true-loves-movie-review.html,"A film adaptation of Taylor Jenkins Reid’s novel has potential for drama, but it stumbles on stock melodrama.","A woman stands on a dock, staring out at the sea through a set of binoculars, hoping for the impossible and refusing to accept the inevitable. “Emma, it’s your third day out here,” her sister tells her desperately. “I’m going to stay out here, as long as it takes,” Emma responds.",C,8,The New York Times,"rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name, rank, subtype, caption, credit, type, url, height, width, legacy, subType, crop_name","subject: Movies;persons: Bracey, Luke (1989- );persons: Liu, Simu;persons: Reid, Taylor Jenkins;persons: Soo, Phillipa;persons: Fickman, Andy;creative_works: One True Loves (Movie);",2023-04-13T11:00:06+0000,article,Weekend,Movies,Review,nyt://article/e023a661-f9d7-5230-87dd-681a8fcb7452,320,nyt://article/e023a661-f9d7-5230-87dd-681a8fcb7452,‘One True Loves’ Review: A Romance Lost at Sea,,,One True Loves,,,,By Brandon Yu,,One True Loves,One True Loves,0,"Romance, Drama, Comedy",en,"English, Spanish",,"Emma and Jesse are living the perfect life together, until Jesse disappears in a tragic helicopter crash on their first wedding anniversary. Four years later, Emma has found happiness again and is about to marry her best friend when Jesse resurfaces, turning her world upside down and leaving her torn between two great loves.",14.097,100,37820,2023-04-07,6.406,69,"Czech Republic, United States of America"
